"","Employment","Sex","Education","Disability","Health_insurance","Own_child","Race","Total_person_income"
"628","1","2","21","1","1","0","1",246000
"629","3","1","19","1","1","0","1",3500.00000000001
"630","1","1","20","2","1","0","1",104000
"631","1","1","19","2","1","0","1",108400
"632","6","2","17","2","1","0","1",15100
"633","6","2","16","1","1","0","1",39000
"634","1","2","21","2","1","0","1",55000.0000000001
"635","6","2","16","2","1","0","1",15400
"636","1","2","20","1","1","0","1",39999.9999999999
"637","1","1","16","2","1","0","1",20000
"638","6","1","20","2","1","0","1",25000
"639","1","2","19","1","2","0","1",22300
"640","1","2","21","2","1","0","1",52100.0000000001
"641","1","1","23","2","1","0","1",92099.9999999998
"642","1","1","16","2","1","0","1",24000
"643","1","2","20","2","1","0","1",96900.0000000002
"644","1","1","16","1","1","0","9",77999.9999999999
"645","6","1","10","1","1","0","3",27000
"646","1","1","16","2","1","0","3",75000
"647","6","1","16","2","1","0","1",73999.9999999998
"648","1","2","20","2","1","0","1",6899.99999999999
"649","1","1","17","2","1","0","1",72000
"650","1","1","21","2","1","0","1",87000
"651","1","2","19","2","1","0","3",19900
"652","6","2","21","2","1","0","1",46000.0000000001
"653","6","2","16","2","1","0","1",2400
"654","1","1","21","2","1","0","1",57200
"655","1","2","21","2","2","0","1",105600
"656","6","2","16","2","1","0","1",24700
"657","1","1","20","2","2","0","1",135000
"658","1","1","16","2","1","0","1",51900
"659","1","2","20","2","1","0","1",39999.9999999999
"660","6","2","16","2","1","0","1",50
"661","6","1","18","2","1","0","1",18720
"662","1","1","16","2","1","0","1",52000.0000000001
"663","1","2","16","2","1","0","1",17000
"664","1","1","20","2","1","0","1",43000
"665","1","2","16","2","1","0","1",49800.0000000001
"666","1","2","21","2","1","0","9",39799.9999999999
"667","1","1","19","2","1","0","1",59999.9999999999
"668","1","1","20","2","1","0","1",36000
"669","1","2","19","2","1","0","1",30000.0000000001
"670","1","1","16","2","2","0","1",24000
"671","1","1","21","2","1","0","1",67999.9999999998
"672","1","2","21","2","1","0","1",55000.0000000001
"673","6","2","18","2","1","0","1",67000.0000000001
"674","1","2","19","2","1","0","1",39999.9999999999
"675","1","1","19","2","1","0","1",59999.9999999999
"676","1","1","17","2","1","0","1",99000
"677","1","2","21","2","1","0","1",77999.9999999999
"678","1","2","21","2","1","0","1",45000.0000000001
"679","6","2","19","2","1","0","6",44000.0000000001
"680","6","1","16","2","1","0","1",37600.0000000001
"681","1","1","16","2","1","0","9",55000.0000000001
"682","1","2","20","2","1","0","1",34999.9999999999
"683","1","1","19","2","1","0","1",85000.0000000001
"684","6","1","16","1","1","0","1",46500
"685","6","2","23","1","2","0","1",69000.0000000001
"686","6","1","17","2","2","0","1",18000
"687","6","2","14","2","1","0","1",4000
"688","1","1","16","2","1","0","1",103000
"689","1","2","16","2","2","0","1",140
"690","6","1","19","1","1","0","1",22199.9999999999
"691","1","2","22","2","1","0","1",50000
"692","6","2","16","2","1","0","1",4000
"693","1","1","15","2","1","0","1",48999.9999999999
"694","1","1","16","2","1","0","1",39999.9999999999
"695","1","2","16","2","1","0","1",56999.9999999999
"696","6","1","19","2","1","0","9",9999.99999999999
"697","1","1","19","2","1","0","1",55000.0000000001
"698","1","2","20","2","1","0","1",52999.9999999999
"699","1","1","19","1","1","0","1",92999.9999999998
"700","6","2","21","2","1","0","1",6899.99999999999
"701","1","1","17","2","1","0","1",45000.0000000001
"702","1","2","17","2","1","0","1",16000
"703","1","2","18","1","1","0","1",15000
"704","1","1","18","2","1","0","1",55000.0000000001
"705","1","1","17","2","1","0","1",30000.0000000001
"706","6","2","18","1","1","0","1",9750
"707","6","1","13","1","1","0","1",14900
"708","6","1","17","1","1","0","1",23700
"709","6","2","17","1","2","0","3",1600
"710","6","2","16","1","1","0","3",10400
"711","6","1","11","2","2","0","3",600
"712","6","2","18","1","1","0","1",39400
"713","6","1","20","1","1","0","1",41000.0000000001
"714","1","2","19","2","1","0","1",87000
"715","6","1","14","2","1","0","1",8800.00000000002
"716","1","1","14","2","1","0","1",99999.9999999998
"717","2","2","16","2","1","0","1",59999.9999999999
"718","1","2","21","2","1","0","1",43000
"719","1","1","16","2","2","0","1",55999.9999999999
"720","6","1","18","1","1","0","1",3630
"721","6","1","17","1","1","0","9",12510
"722","6","1","18","1","2","0","9",70
"723","1","1","19","2","1","0","1",36000
"724","1","2","20","2","1","0","1",44099.9999999999
"725","3","1","21","2","1","0","1",37199.9999999999
"726","6","1","20","2","1","0","1",230000.000000001
"727","1","1","20","2","1","0","1",109000
"728","1","2","18","2","1","0","1",36000
"729","1","2","23","2","1","0","1",55999.9999999999
"730","1","1","16","2","1","0","1",9999.99999999999
"731","1","1","16","2","1","0","1",45000.0000000001
"732","1","1","19","2","1","0","1",56999.9999999999
"733","6","2","22","2","1","0","1",5000
"734","1","1","18","2","2","0","3",23700
"735","1","2","19","2","2","0","3",28900
"736","1","2","19","2","1","0","1",55999.9999999999
"737","6","2","14","1","1","0","1",2180
"738","1","2","22","2","1","0","1",41510.0000000001
"739","6","1","19","1","1","0","1",32400.0000000001
"740","1","2","17","1","1","0","1",400
"741","1","2","17","2","1","0","2",36500
"742","6","2","17","1","1","0","2",26800
"743","1","1","20","2","2","0","1",16050
"744","1","2","16","2","1","0","1",35800
"745","1","2","20","2","1","0","1",64200.0000000001
"746","1","1","19","2","1","0","1",63000
"747","1","1","19","2","1","0","1",7000
"748","1","1","19","2","1","0","1",13700
"749","6","1","16","1","1","0","1",18000
"750","1","2","20","2","1","0","1",84000
"751","1","2","13","2","1","0","1",1000
"752","1","2","16","2","1","0","1",57999.9999999999
"753","1","1","16","1","1","0","1",75200.0000000001
"754","1","2","22","2","1","0","1",37400
"755","1","1","16","2","1","0","1",28000
"756","1","1","23","2","2","0","1",222200
"757","1","2","20","2","1","0","1",52999.9999999999
"758","6","1","18","1","2","0","3",2100
"759","2","1","17","1","2","0","3",1500
"760","6","1","18","2","1","0","1",17500
"761","1","2","19","1","1","0","1",5840
"762","1","1","17","2","1","0","1",18000
"763","1","2","19","2","1","0","1",34999.9999999999
"764","1","1","18","2","1","0","1",77999.9999999999
"765","1","1","19","2","1","0","1",34999.9999999999
"766","6","2","16","2","1","0","1",9700
"767","6","2","20","2","1","0","1",69790
"768","1","1","19","2","1","0","1",55000.0000000001
"769","1","2","22","2","1","0","1",44000.0000000001
"770","1","1","16","2","1","0","1",50999.9999999999
"771","1","2","16","2","1","0","1",77999.9999999999
"772","6","1","19","1","1","0","1",37900.0000000001
"773","6","2","19","1","1","0","6",16300
"774","1","2","21","2","1","0","1",59999.9999999999
"775","1","2","16","1","1","0","1",20000
"776","1","1","20","2","1","0","8",34999.9999999999
"777","1","1","19","1","1","0","1",99219.9999999999
"778","3","2","20","2","1","0","1",9800.00000000001
"779","1","2","11","1","1","0","1",33199.9999999999
"780","3","1","21","2","1","0","1",81900.0000000002
"781","1","2","21","2","1","0","1",86300.0000000002
"782","6","2","18","1","1","0","1",36000
"783","1","2","19","2","1","0","1",5000
"784","1","1","16","2","1","0","1",20000
"785","1","1","23","2","1","0","1",213000
"786","6","1","13","2","1","1","1",1000
"787","1","2","19","2","1","0","1",28000
"788","1","1","13","2","1","0","1",19200
"789","6","2","23","2","1","0","1",30100
"790","6","1","21","1","1","0","1",62499.9999999998
"791","1","1","21","2","1","0","1",242000
"792","1","2","22","2","1","0","1",56999.9999999999
"793","1","2","21","2","1","0","1",17500
"794","1","1","16","2","1","0","1",95299.9999999999
"795","1","2","18","1","1","0","1",43000
"796","1","2","15","1","1","0","1",52600.0000000001
"797","6","2","15","1","1","0","1",639.999999999999
"798","6","1","17","2","1","0","1",1600
"799","1","2","16","2","1","0","1",37999.9999999999
"800","1","1","16","1","1","0","1",84600.0000000002
"801","6","1","23","2","1","0","1",24600
"802","6","2","16","2","1","0","1",13000
"803","1","2","21","2","1","0","1",90000.0000000001
"804","1","1","22","2","1","0","1",72000
"805","1","1","16","2","1","0","3",25740
"806","6","2","14","2","1","0","3",540.000000000001
"807","6","1","19","2","1","0","1",24600
"808","6","2","19","2","1","0","1",7700.00000000001
"809","6","2","16","1","1","0","1",14500
"810","6","2","21","2","1","0","1",24000
"811","6","2","19","2","1","0","1",32200
"812","1","1","16","1","1","0","1",25000
"813","1","2","16","2","1","0","1",39999.9999999999
"814","1","2","19","2","1","0","1",18000
"815","1","1","20","2","1","0","9",71000.0000000002
"816","6","1","19","2","1","0","1",12500
"817","6","2","20","2","1","0","1",1300
"818","6","2","16","2","1","0","1",22199.9999999999
"819","1","1","19","1","1","0","1",6000
"820","1","2","18","2","1","0","1",600
"821","1","1","18","2","1","0","1",30000.0000000001
"822","6","2","22","2","1","0","1",17300
"823","6","1","11","1","1","0","1",22000
"824","1","2","22","2","1","0","1",56999.9999999999
"825","1","1","21","2","1","0","1",90000.0000000001
"826","1","1","21","2","1","0","1",166000
"827","1","2","21","2","1","0","1",39999.9999999999
"828","1","2","23","2","1","0","1",131500
"829","1","1","21","2","1","0","1",99999.9999999998
"830","1","2","16","2","1","0","1",33500.0000000001
"831","1","1","19","2","1","0","1",39999.9999999999
"832","1","1","16","2","1","0","1",50000
"833","6","1","19","1","1","0","1",3600
"834","1","2","19","2","1","0","1",55999.9999999999
"835","1","1","21","2","1","0","2",99999.9999999998
"836","6","2","21","2","1","0","1",9999.99999999999
"837","6","2","21","2","1","0","1",19960
"838","6","1","17","1","1","0","1",10010
"839","1","1","16","1","2","0","1",13000
"840","1","2","22","2","1","0","1",36999.9999999999
"841","1","2","21","2","1","0","1",34000
"842","6","1","16","1","1","0","1",9999.99999999999
"843","6","1","12","1","1","0","1",49800.0000000001
"844","6","2","20","2","1","0","1",14200
"845","1","2","21","2","1","0","1",67999.9999999998
"846","1","1","21","2","1","0","1",95999.9999999998
"847","6","1","21","2","1","0","3",114100
"848","1","2","21","2","1","0","1",45000.0000000001
"849","6","1","21","1","1","0","1",94290
"850","1","1","20","1","2","0","1",34800
"851","6","2","20","2","2","0","1",10900
"852","6","2","17","1","1","0","1",34999.9999999999
"853","1","2","21","2","1","0","1",45000.0000000001
"854","6","2","18","1","1","0","1",23600
"855","6","1","6","1","1","0","1",10900
"856","1","2","18","1","1","0","1",39799.9999999999
"857","1","2","18","2","1","0","1",29000.0000000001
"858","1","1","19","2","1","0","1",39000
"859","1","1","19","2","2","0","1",34000
"860","1","1","16","2","1","0","1",95400
"861","6","2","16","1","1","0","1",73900
"862","1","2","19","2","1","0","3",45800
"863","1","2","20","2","1","0","1",52999.9999999999
"864","1","1","16","2","1","0","1",59999.9999999999
"865","1","1","20","2","1","0","1",138000
"866","6","2","19","1","1","0","1",10600
"867","6","1","20","2","1","0","1",1400
"868","1","1","17","2","1","0","1",30000.0000000001
"869","1","1","19","2","1","0","1",91500.0000000002
"870","1","1","18","2","1","0","1",34999.9999999999
"871","2","1","21","2","1","0","1",44000.0000000001
"872","1","1","19","2","1","0","1",82700
"873","1","2","16","2","2","0","1",37199.9999999999
"874","6","1","21","1","1","0","1",76599.9999999998
"875","6","2","16","2","1","0","1",9600
"876","1","2","21","2","1","0","1",50999.9999999999
"877","6","1","21","2","1","0","1",6000
"878","1","1","20","2","1","0","1",120000
"879","1","1","14","2","1","1","1",1000
"880","1","1","16","2","1","0","1",69999.9999999998
"881","1","1","23","2","1","0","1",230
"882","1","1","16","2","2","0","1",12000
"883","1","1","16","2","1","0","1",15000
"884","1","1","16","2","1","0","1",27000
"885","1","2","21","2","1","0","1",22000
"886","1","1","21","2","1","0","1",77999.9999999999
"887","6","1","22","2","1","0","1",67999.9999999998
"888","1","2","22","2","1","0","1",63000
"889","2","1","19","2","1","0","1",19599.9999999999
"890","1","2","22","2","1","0","1",55999.9999999999
"891","1","2","19","2","2","0","1",4000
"892","1","1","16","2","1","0","1",10800
"893","6","2","10","1","1","0","8",7200
"894","6","1","16","2","1","0","1",23000
"895","6","2","16","2","1","0","1",9999.99999999999
"896","1","1","21","2","1","0","1",28000
"897","1","2","16","2","1","0","1",48000.0000000001
"898","1","2","22","2","1","0","1",60999.9999999999
"899","1","1","16","1","1","0","1",59999.9999999999
"900","1","2","17","2","2","0","1",30000.0000000001
"901","1","1","19","2","2","0","1",45000.0000000001
"902","1","2","21","1","1","0","1",69999.9999999998
"903","1","1","20","1","1","0","1",158300
"904","6","2","11","2","1","0","1",3200
"905","1","1","16","2","1","0","1",28020
"906","1","1","20","2","1","0","1",46000.0000000001
"907","1","2","14","2","1","0","1",88299.9999999999
"908","1","1","16","1","1","0","1",54399.9999999999
"909","1","1","19","2","1","0","1",120000
"910","1","2","16","2","1","0","1",9200.00000000001
"911","1","1","16","2","1","0","1",26200
"912","6","2","20","2","1","0","1",24100
"913","6","1","19","2","1","0","1",47900
"914","6","2","18","2","1","0","1",52999.9999999999
"915","1","2","14","2","1","0","1",69999.9999999998
"916","1","1","16","2","1","0","1",85000.0000000001
"917","6","1","19","2","1","0","1",18000
"918","1","2","16","2","1","0","1",15000
"919","1","1","15","2","1","0","1",15000
"920","1","2","16","2","1","0","1",30000.0000000001
"921","1","1","23","2","2","0","1",125000
"922","6","1","21","2","2","0","1",6000
"923","1","2","16","2","1","0","1",56999.9999999999
"924","1","1","16","2","1","0","1",90000.0000000001
"925","6","2","20","2","2","0","5",15600
"926","1","1","16","2","1","0","1",100500
"927","1","2","17","2","1","0","1",63000
"928","1","1","15","2","1","0","1",19800
"929","1","1","17","2","1","0","1",150000
"930","6","1","16","2","1","0","1",32999.9999999999
"931","1","2","19","2","1","0","1",6000
"932","1","1","18","2","1","0","1",8000
"933","1","2","17","2","1","0","1",48400
"934","6","1","16","1","1","0","1",19000
"935","6","2","19","2","1","0","9",69399.9999999999
"936","1","1","16","2","1","0","1",26500
"937","1","2","21","2","1","0","1",48420.0000000001
"938","1","1","16","2","1","0","1",27000
"939","1","2","16","2","1","0","1",25999.9999999999
"940","1","1","16","2","1","0","1",46000.0000000001
"941","1","2","17","1","1","0","1",36999.9999999999
"942","1","1","14","2","1","0","1",2000
"943","1","2","19","2","1","0","1",33600
"944","6","1","16","2","1","0","8",47699.9999999999
"945","1","1","16","1","1","0","1",52999.9999999999
"946","1","1","17","2","1","0","1",50000
"947","6","2","19","2","1","0","1",5000
"948","1","1","19","2","1","0","1",39600
"949","1","2","19","2","1","0","1",57499.9999999999
"950","1","1","21","2","1","0","8",27000
"951","1","2","21","2","1","0","1",46000.0000000001
"952","6","1","21","2","1","0","1",15000
"953","6","2","20","2","1","0","1",34000
"954","6","1","11","1","1","0","1",19900
"955","6","1","22","2","1","0","1",15000
"956","6","2","19","2","1","0","1",9000
"957","6","2","22","1","1","0","1",57499.9999999999
"958","6","2","18","2","1","0","1",15000
"959","1","2","17","2","1","0","1",39999.9999999999
"960","1","1","20","2","1","0","1",52000.0000000001
"961","1","2","18","2","1","0","1",19800
"962","1","2","16","2","1","0","1",17000
"963","1","1","16","2","1","0","1",69700.0000000002
"964","1","1","21","2","1","0","1",50000
"965","6","2","16","1","1","0","1",9100
"966","1","1","20","2","1","0","1",67999.9999999998
"967","2","2","21","2","1","0","1",24000
"968","6","2","20","2","1","0","1",19100
"969","6","2","22","2","1","0","1",9000
"970","1","1","18","2","2","0","1",1500
"971","1","1","16","2","1","0","1",50999.9999999999
"972","1","1","20","2","1","0","1",55000.0000000001
"973","1","2","20","2","1","0","1",24000
"974","6","1","21","1","1","0","1",25000
"975","1","2","20","2","1","0","1",79999.9999999999
"976","1","2","16","2","1","0","1",18000
"977","1","1","16","2","1","0","1",72000
"978","1","2","18","2","1","0","1",2700
"979","1","1","19","2","1","0","1",50000
"980","1","1","19","2","1","0","1",45599.9999999999
"981","1","1","15","2","1","0","1",121000
"982","6","2","21","2","1","0","1",34999.9999999999
"983","1","1","18","2","1","0","1",52999.9999999999
"984","1","1","16","2","1","0","1",20900
"985","1","2","19","2","1","0","1",18000
"986","1","1","21","2","1","0","1",231000
"987","1","2","21","2","1","0","1",90999.9999999998
"988","3","2","22","2","1","0","1",101750
